Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
AKT1	P31749	1	245.4	23033000	34004000	27830000	36119000	28316000	32320000	39593000	42824000	25148000	34	AKT1	0		1.0	1.476316589241523	1.2082664003820605	1.5681413623930882	1.2293665610211435	1.4032040984674163	1.718968436590978	1.8592454304693267	1.0918247731515651	24.457198995587557	4.771871919711641	10.0	1.4724692550765626	1.0905852103841343	-0.431506220831263	1.4486842274851588	0.5867833491458954	126004208277.41518	1670606906024.4033	0.13861856713166446	4754328974.079137	1.4358846337529096	0.2337232658728083	0.41352368289211305	0.897976430027936	0.04673506248987323	0.209847779473601	0.004191842221996429	
AKT2	P31751	1	256.93	36505000	45026000	45287000	37750000	42352000	41154000	43189000	53485000	35075000	35	AKT2	0		1.0	1.2334200794411725	1.2405697849609643	1.034104917134639	1.1601698397479798	1.127352417477058	1.183098205725243	1.4651417614025477	0.9608272839337078	25.12159074412682	4.766616668536991	10.0	1.1971669136489247	0.9599437726447846	-0.31730553904885966	1.1827024537511173	0.8729206361702215	116443372295.69556	1532323684291.3943	0.06998051418607126	3057338471.742288	1.174726855119952	0.1274022601284633	0.6706647209701596	0.7357042787873189	0.13329671813404287	0.2322597317045276	0.006831574322032012	
AKT3	Q9Y243	1	52.709	6378600	7301500	8767900	7660200	6849200	9689400	8364100	9074500	5649600	21	AKT3	0		1.0	1.1446869218950868	1.3745806289781457	1.2009218323770106	1.0737779450036058	1.5190480669739441	1.3112752014548648	1.4226476029222714	0.8857115981563353	22.60480837972578	4.8637807408032785	3.5593932376816375	1.2790301581912735	0.8663655251939955	-0.5229200423151023	1.2431131568046174	0.8081091081517356	1154.0457686078921	5710.370502847717	0.08858270711289012	331.6526452716767	1.2342734359360263	0.17258552599398433	1.1619413907681202	0.48113085283105395	0.3177367927863738	0.47836812926494937	0.06649309520659501	
ALDH1A1	P00352;P47895;O94788	1	49.226	2796000	4207300	1529143	5640300	4083500	1529143	3751500	3450400	1529143	14	ALDH1A1	0		1.0	1.5047567954220316	0.546903791130186	2.017274678111588	1.4604792560801145	0.546903791130186	1.3417381974248928	1.2340486409155937	0.546903791130186	21.414932930037523	4.976978338541361	2.4704824717403215	1.2197322202697813	0.5079677197513613	-1.1283417781096499	1.1366513767264312	0.0	70.5954913093194	279.9117006366854	0.2460360009519542	34.70423615713501	1.1289288062616925	0.43647350697787146	0.4937222347311716	0.8483171049103746	0.0714417760806228	0.36145832202859135	0.03254128158406336	
ALDH1B1	P30837	1	41.907	2701000	3072000	2688400	2537700	2656600	2593400	3499200	3037400	2923800	10	ALDH1B1	0		1.0	1.1373565346168086	0.9953350610884858	0.9395409107737875	0.9835616438356164	0.960162902628656	1.2955201777119585	1.1245464642724916	1.0824879674194743	21.365062209171054	6.323990449883697	10.0	0.9998547639146086	1.152834984358061	0.20539556844584195	1.0687383803179846	0.9520951881874401	23.239877964097193	1165.3891588525207	0.04501794656208009	0.07118030884175941	1.0635633526044486	0.1006916496399861	2.3905976355145437	0.1918728773980171	0.716986411553604	0.25874981577639716	0.010732835098597014	
ALDOA	P04075;P05062	1	323.31	53282000	45431000	24596000	53605000	95283000	76824000	26404000	49404000	97182000	25	ALDOA	0		1.0	0.8526519274801997	0.4616193085845126	1.0060620847565782	1.7882774670620472	1.4418377688525206	0.49555196876994106	0.9272174467925378	1.8239180210953043	25.667144900823562	4.963479320924779	3.0204693708019668	1.002979501017311	1.8423038484995293	0.8476008291540663	1.0968078166733326	0.0	168.4934897809563	840.8356584268845	0.21749428878006938	75.8021177924205	1.1078560951454237	0.445643061605393	0.9820228377132614	0.5617687013592167	0.2504424609436873	0.5663698156718968	0.09593290966236526	
ALG3	Q92685	1	46.086	1852700	2031800	2360600	2276700	2048800	2589500	3159000	3327900	1529143	3	ALG3	0		1.0	1.0966697252658282	1.274140443676796	1.2288551843255788	1.1058455227505801	1.3976898580450154	1.7050790737842068	1.796243320559184	0.8253592054838884	20.8211978599976	4.782430754629556	5.521460173852051	1.3590917521648116	0.8060055511924235	-0.7189840737727966	1.3228091197094785	0.5287649813866417	457248.33604887826	3248516.9850031165	0.1413041994926019	152588.33206058334	1.3057782716285173	0.2751846647765751	0.8455530718559439	0.632746659518088	0.19877013894993859	0.4663530212402779	0.06268632649469073	
ALYREF	Q86V81	1	99.516	17488000	20963000	20192000	24292000	21240000	21887000	20408000	25213000	21882000	12	ALYREF	0		1.0	1.1987076852698995	1.1546203110704483	1.3890667886550778	1.2145471180237877	1.2515439158279964	1.166971637694419	1.441731473010064	1.2512580054894784	24.05986197033399	9.140334816433374	0.31985146269165227	0.9989654198904374	1.3195229604318925	0.13156288346855483	1.2696215112926146	0.9448294236826298	2.5506568351777688	1.0299676260812527	0.11648134027259971	0.1902741182202938	1.2566672091632063	0.09984994886194322	2.4358253652767616	0.18636463799646616	0.7296364899430264	0.13715882363335244	8.477670124540632e-05	
ANP32A	P39687;O95626;O43423	1	54.771	7737500	18571000	8053200	16821000	24320000	30542000	9889800	10350000	39264000	13	ANP32A	0		1.0	2.400129240710824	1.0408012924071082	2.173957996768982	3.14313408723748	3.947269789983845	1.2781647819063005	1.3376413570274637	5.074507269789984	22.883436073651076	4.891745705471956	3.3811978908385547	2.1508061578368793	5.192988417914187	1.2256908782198161	2.43672424632779	0.0	473.9766172176051	2333.6343554089	0.5290213013526508	924.2856295768385	2.494678762271654	1.2073147225202479	2.2167849126373227	0.21521068490130346	0.6671361703733091	1.2548531358124981	0.35180103644934785	
ANP32B	Q92688	1	111.79	21164000	23888000	20310000	23134000	33533000	27005000	16648000	1529143	41375000	12	ANP32B	0		1.0	1.1287091287091287	0.9596484596484597	1.0930825930825931	1.5844358344358345	1.275987525987526	0.7866187866187866	0.072252079002079	1.954970704970705	24.335108987069425	4.774851491548305	7.348892816341582	0.9844840557906241	1.9685660025882432	0.9896643179996415	1.0466776441644563	0.0	54261724.357007354	523260077.0989557	0.21211848753243692	16681483.263498683	1.0789422386345464	0.45725922281545794	1.3904873822350665	0.39766896614388997	0.40047829978180494	0.7946192781714979	0.1795190152009963	
ANP32E	Q9BTT0	1	144.3	1529143	1529143	1529143	1529143	4090500	1529143	1529143	1529143	8132500	5	ANP32E	0		1.0	1.0	1.0	1.0	2.6750277769966577	1.0	1.0	1.0	5.318338441859264	20.544291898026863	4.963569433202437	2.6033145507741695	1.236617936410692	5.536126672050842	2.0859689963600054	1.7226467317450977	0.0	20.06963533855855	82.79001499753943	0.2969447659920648	58.418524050248166	1.7745872260575921	1.315993487346931	13.192850995836654	0.0062746969201339835	2.2024072465946896	6.090498929839712	1.4616848760151524	up
ANXA1	P04083	1	194.35	8199000	11488000	12136000	10580000	15291000	10206000	1529143	6489400	16225000	17	ANXA1	0		1.0	1.4011464812782046	1.4801805098182705	1.2904012684473716	1.8649835345773875	1.2447859495060374	0.18650359799975608	0.7914867666788633	1.9788998658372972	22.96701652990645	4.835654033778636	3.8878938676330432	1.1731433929490203	2.0214353974559063	0.7498719842168303	1.2408730039343208	0.0	4495.934087290407	23391.5140461474	0.2453708009847974	2776.2948913807595	1.2613664377456915	0.4830339383661784	0.7496385437589466	0.6876888594472599	0.16260801116731327	0.4349415412215443	0.05303592367873106	
ANXA2;ANXA2P2	P07355;A6NMY6	1	323.31	27363000	22111000	15641000	28046000	44801000	37478000	16603000	24079000	43989000	24	ANXA2;ANXA2P2	0		1.0	0.8080619815078756	0.5716112999305631	1.0249607133720717	1.6372839235463947	1.3696597595292914	0.6067682637137741	0.8799839198918247	1.6076088148229362	24.705723076008983	7.544326034439206	8.913577487147329	0.7486628658849708	1.2058500047705745	0.6876623576148371	1.0940045762304698	0.11236346814718945	28.77373323072858	11947.653606564167	0.3043314341004697	0.19453719046266468	1.0691374371343672	0.3557325150593742	0.8099902221670922	0.6526492360519227	0.18532016600773235	0.44142362336747726	0.054989351103466554	
ANXA4	P09525	1	236.59	1529143	1529143	1529143	1529143	4415100	1529143	1529143	1529143	5102700	18	ANXA4	0		1.0	1.0	1.0	1.0	2.8873035419185777	1.0	1.0	1.0	3.3369671770396883	20.544291898026863	4.940878406710185	2.949462400521806	1.272489765235127	3.4176437986382036	1.374416526693787	1.5011473142151956	0.0	105.76863126429531	487.62621837925116	0.32764778780910464	140.78658955052867	1.5323575286690247	0.8142443042740987	2.799108434864699	0.14902184829584406	0.8267500544150936	1.5828425004950444	0.46717041651541824	
AP1G1	O43747	1	35.417	2745800	3509400	2906000	2168700	3035400	2600000	4204200	4267400	3328000	13	AP1G1	0		1.0	1.2780974579357565	1.0583436521232428	0.7898244591740112	1.1054701726272853	0.9469007211013184	1.5311384660208318	1.5541554373952946	1.2120329230096876	21.388795114868802	6.266044598125828	10.0	1.0281416078536183	1.428742169425474	0.47470660812961685	1.2027199127443151	0.822087429189743	7.625546795815316	292.8750253688701	0.09101476741827644	0.14390838384968777	1.1903466553113284	0.23599199054397108	3.5867261776058124	0.09694160367216494	1.013489800167094	0.8282831277018252	0.19223454076468613	
AP1M1	Q9BXS5	1	81.751	17903000	14467000	13667000	13529000	14886000	1529143	13486000	13156000	15714000	11	AP1M1	0		1.0	0.8080768586270457	0.763391610344635	0.7556834050159191	0.8314807574149584	0.08541266826788807	0.7532815729207395	0.7348489080042451	0.8777299893872536	24.093698023906345	6.901767694963147	10.0	0.8060445442301147	0.6394244354853436	-0.3340856907439545	0.7069518603581437	0.41520975368884105	111.74733012580703	11373.18152087967	0.146542691381222	0.1692121989551212	0.7153612608974002	0.21284783144123623	0.5372815489320244	0.8204743049527554	0.08593501533235912	0.2113371266033349	0.004347622198888406	
AP2A1	O95782	1	203.21	48573000	51577000	51366000	48993000	44928000	45704000	54628000	55487000	38789000	32	AP2A1	0		1.0	1.0618450579540073	1.0575010808473844	1.0086467790747946	0.924958310172318	0.9409342638914623	1.1246577316616226	1.1423424536265003	0.7985712226957363	25.533651258077036	4.836938702510742	3.8329217345794664	1.0330246908755796	0.7857925973217318	-0.3681775898237297	1.0131883619863844	0.956534833428234	2086.251400242553	10694.81288265456	0.03832391117411098	380.53697385861153	1.007272162914186	0.09416995856721122	2.497205166839062	0.17922607452101863	0.7465988071916114	0.5337962383767888	0.08475300024349153	not
AP2B1	P63010	1	160.67	14225000	12653000	11331000	13886000	12324000	11525000	13578000	13361000	12545000	26	AP2B1	0		1.0	0.8894903339191564	0.7965553602811951	0.9761687170474517	0.8663620386643234	0.8101933216168717	0.9545166959578207	0.939261862917399	0.8818980667838313	23.761925316743394	10.522878745280337	3.1705071688763637	0.9999807295642358	0.8911525479490682	-8.034323431549417e-08	0.8911525496485733	0.9669885724596676	40197184.28871791	63769574.95716707	0.07715344860160216	0.03181800284612698	0.89533865080438	0.05605225349781019	0.848032418757565	0.6313804013650793	0.199708903139242	8.793105283130061e-14	-0.0	not
AP2M1	Q96CW1	1	46.348	8779300	10484000	9025800	11017000	8984600	9099700	9848700	10118000	1529143	17	AP2M1	0		1.0	1.194172656134316	1.0280774093606553	1.2548836467599922	1.0233845522991583	1.0364949369539713	1.1218092558632238	1.1524836832093674	0.1741759593589466	23.065674483254718	4.9637157889198615	2.4915891962595365	1.1091141185412288	0.1148378992787451	-2.5586343488620322	0.9962120900865938	0.9331742935229599	11.402019386443966	44.36961169228125	0.04806401894388894	8.108914247476605	0.9845742936400221	0.28969503568888916	25.643304388389616	0.0012927632912221635	2.8884809884429394	10.865695445876659	2.009224494191339	down
AP3D1	O14617	1	16.339	1529143	2219700	2095500	2226500	2513300	3085500	1529143	1529143	1529143	8	AP3D1	0		1.0	1.451597398019675	1.370375432513506	1.4560443333291915	1.6436003696187995	2.017796896693115	1.0	1.0	1.0	20.544291898026863	6.15072254717067	10.0	1.539396744218624	0.9968822059982727	-0.6268701536728624	1.3186145120992752	0.5671707743474994	45.14343306194905	2994.479936066231	0.1515518415815705	0.2396274934412043	1.3304786381351161	0.32521167362326203	1.8227232025057414	0.2842135693306527	0.5463551912053636	0.726892000609581	0.15410595215795883	
AP3S1	Q92572	1	6.4372	1529143	1529143	1529143	1529143	1529143	1529143	2376700	1529143	1735900	3	AP3S1	0		1.0	1.0	1.0	1.0	1.0	1.0	1.5542692867835122	1.0	1.135211029969074	20.544291898026863	6.419219835737948	10.0	0.998112144843794	1.1942136309535594	0.2587871144747011	1.0910809713462317	0.8410927509523274	154.8217548362238	14934.12240767518	0.0827305204993158	0.13078725515963185	1.0821556332785498	0.15751784644459288	1.3397873846750659	0.414537079022142	0.38243661711733007	0.27385435591347435	0.01331054879661284	
API5	Q9BZZ5	1	40.11	1529143	1529143	1529143	1529143	3648200	1529143	1529143	1529143	3783600	11	API5	0		1.0	1.0	1.0	1.0	2.385780793555606	1.0	1.0	1.0	2.474327123100979	20.544291898026863	4.932612893594484	3.0422769598550574	1.2000663381888281	2.521897909119768	1.0302494055710008	1.3380672729714034	0.0	163.57123620344464	770.2253066978986	0.23998844211882314	132.7726972509335	1.3583648965969326	0.5445932491328366	1.9958943636451099	0.2507190987117103	0.6008125820801532	1.0610142404914575	0.2801669675538031	
ARAF	P10398	1	35.378	11746000	14693000	16358000	10436000	10763000	12502000	14561000	18936000	19121000	17	ARAF	0		1.0	1.2508939213349226	1.3926443044440662	0.888472671547761	0.9163119359782054	1.0643623361144219	1.2396560531244678	1.612123276008854	1.6278733185765366	23.485666207159515	5.8588798428704365	3.215157550876646	1.093760748758705	1.6302635646749148	0.5757839824608667	1.2729537539890037	0.8377472094269789	0.37070730073624775	6.412744233024035	0.08224997147764118	0.19880820953787695	1.2606779394622063	0.2673201658721884	5.015510387093514	0.051241760012465644	1.2903759618591453	1.1889964006710922	0.32771183130512926	
ARHGDIB	P52566	1	48.786	1529143	1757000	1529143	1985700	4317400	2714300	2236800	1529143	2813000	7	ARHGDIB	0		1.0	1.1490096086500738	1.0	1.298570506486313	2.8234115448980246	1.7750465456795081	1.4627801324009593	1.0	1.8395925037749903	20.544291898026863	7.49648534825739	10.0	1.0738435462619833	1.7217917814348724	0.6811268711676846	1.555529333885958	0.0	172.42927191552025	65336.38147465654	0.3778557289507074	0.2926010576694083	1.5150201528166176	0.5155450333475254	1.2619987630218377	0.4421832990760354	0.3543976644169412	0.6028384780448797	0.10876242103477272	
ARHGEF2	Q92974	1	66.929	6688700	5915000	7813500	8833100	7012900	9111600	6628100	7217100	11882000	20	ARHGEF2	0		1.0	0.8843272982791873	1.1681642172619493	1.3206004156263549	1.0484698072869167	1.3622378040575898	0.9909399434867762	1.0789989086070537	1.7764289024773126	22.673294408621317	4.964874615593337	2.7359100866465593	1.123029611011007	1.8036880510747273	0.651530713943392	1.199860534788486	0.8324738190785034	44.68860484550132	197.3182153466423	0.08234606996681207	19.097399297559505	1.2082904462290591	0.23411051156877266	4.556076611302846	0.0618815478606659	1.208438831706048	1.2786479776304895	0.3604343276910239	
ARPC4	P59998	1	26.388	1529143	1529143	1529143	1529143	6133800	7426200	1529143	1529143	1529143	7	ARPC4	0		1.0	1.0	1.0	1.0	4.011266441398875	4.856445734636983	1.0	1.0	1.0	20.544291898026863	6.100405566390462	10.0	2.2875381571357845	0.9797688034022285	-1.223282547444028	1.7717778493006495	0.0	211.0281974038216	21017.20291367883	0.8052686237735224	1.2735499241931858	1.7924283280041373	1.3774227884897368	0.3462296164404127	0.9359739277146017	0.028736248705680884	0.27099186277689025	0.012803252539626971	
ASS1	P00966	1	72.73	1529143	1529143	1529143	1529143	8597100	6649200	1529143	1529143	7259700	15	ASS1	0		1.0	1.0	1.0	1.0	5.62216875727123	4.348317979417229	1.0	1.0	4.747561215661322	20.544291898026863	7.39762987480149	10.0	0.9761533567755564	3.1823953483136407	1.7049333498354995	2.5617525210681986	0.0	98.09461024364042	7831.258776487889	1.134306842947691	0.9823160899275668	2.4241509409569235	1.718912933544811	1.4221824197101376	0.3875604016658272	0.411660602664999	1.005110858960194	0.259153357999519	
ATAD3A	Q9NVI7	1	221.34	52948000	56329000	55934000	55578000	50756000	53046000	52545000	57990000	48713000	38	ATAD3A	0		1.0	1.0638551031200423	1.0563949535393216	1.0496713756893556	0.9586008914406587	1.0018508725542041	0.9923887587822015	1.0952255042683388	0.9200158646218932	25.658072854669452	4.80608370223812	4.329733316274567	1.0281709636183214	0.9139611501541393	-0.15980215491980304	1.019919504876833	0.9855738316400253	12336.902626311825	68864.04910015674	0.022138793736941432	1075.2043562518877	1.016819840656435	0.047777685049730415	1.5702304234930105	0.3444415237854999	0.462884498147945	0.16083280640396616	0.0006833753227360024	not
ATAD3B	Q5T9A4	1	19.724	13409000	8924500	9016400	8753700	1529143	8405000	10294000	8727700	1529143	30	ATAD3B	0		1.0	0.6655604444775897	0.6724140502647475	0.6528227310015661	0.11403855619360131	0.6268178089342978	0.7676933402938325	0.6508837348049817	0.11403855619360131	23.676698313919598	4.961738072773765	2.88352072235783	0.6085774548391313	0.09800708090660279	-2.2917508810726437	0.5515443653687357	0.254715034908505	120.53816748263338	565.3319131498257	0.12193497039177435	36.04557117558809	0.544920402198294	0.23377855680345597	1.3032412620178604	0.4272515127021882	0.36931639096638275	1.0117179068680917	0.26164300726922407	
ATG13	O75143	1	2.4274	1529143	4824500	5228600	5170000	4948900	5965200	1529143	1529143	1529143	3	ATG13	0		1.0	3.155035205994469	3.4193008763732364	3.3809787573824033	3.236387963715624	3.9010086041658627	1.0	1.0	1.0	20.544291898026863	6.2348938092883275	10.0	3.249971081936436	0.9979127442767176	-1.7034413016870595	2.2860816321618787	0.0	8.201680066744629	340.5566961344012	0.47096781863536086	0.7446727919405283	2.3538698699960596	1.1853921409320092	3.161289863559293	0.12125037480434979	0.9163169102497456	1.9210772194723735	0.577557220800404	
ATIC	P31939	1	145.72	5726100	5231200	1529143	6642900	8601300	10117000	1529143	7122900	13083000	28	ATIC	0		1.0	0.9135711915614467	0.2670479034595973	1.1601089746948186	1.5021218630481479	1.76682209531793	0.2670479034595973	1.2439356630167129	2.2848011735736367	22.44912143495385	5.1358108868522585	2.4049231760210006	0.999193720828059	2.2759007843106005	1.161073318713151	1.1967305561969828	0.0	10.53387875142238	59.71580931101224	0.2622677594834577	5.948660216496928	1.197920036862249	0.5885992272301535	1.6812106587443931	0.3160990236467563	0.5001768455887056	0.9908737496859753	0.25378373659143255	
ATP1A1	P05023;P13637;P50993;Q13733;P20648	1	323.31	50802000	46455000	39615000	42839000	45737000	45568000	44773000	44067000	55805000	37	ATP1A1	0		1.0	0.9144325026573757	0.7797921341679461	0.8432542025904491	0.9002992008188654	0.8969725601354277	0.8813235699381914	0.8674264792724696	1.0984803747883942	25.598381959108274	4.962928554843075	2.311692245928805	0.8735174375620456	1.1170371087776396	0.3269258575014358	0.9013571530378958	0.9680897600870408	22.430077369000603	78.60297961916147	0.031856995167383904	4.249556882472597	0.9040535957094361	0.08001722082441437	3.037646367617249	0.1298687491497081	0.8864953424193298	0.5083712425153254	0.07624488670407094	not
ATP2A2	P16615;O14983	1	323.31	129360000	117240000	118200000	117140000	103690000	112020000	111810000	116600000	111790000	45	ATP2A2	0		1.0	0.9063079777365491	0.9137291280148423	0.905534941249227	0.8015615337043909	0.8659554730983302	0.8643320964749536	0.9013605442176871	0.8641774891774892	26.946816343023112	8.688952612891422	0.8352515468525471	0.9972094536441222	0.8670142644083945	-0.0883314084970061	0.8762516032072489	0.9916603143915461	0.8059737401731136	1.3931358173135573	0.03855229518299315	0.02141253581995758	0.8826604942676373	0.038642959102415594	4.922687317317291	0.05317516779676858	1.2742911309861982	0.08079674761727569	-0.0	not
ATP5A1	P25705	1	323.31	365870000	370180000	353180000	367800000	355500000	367920000	402320000	414830000	355470000	46	ATP5A1	0		1.0	1.0117801404870583	0.9653155492388007	1.0052750977123022	0.9716565993385629	1.00560308306229	1.099625550058764	1.133818022794982	0.9715746030010659	28.44675588391606	6.413700377334375	5.69500169350688	0.9892030478848302	1.0680411871593665	0.11062869312305451	1.02647026267765	0.9838771397473732	3.2604478995645203	168.265481498835	0.025684541598654364	0.04052093383069363	1.023371584274364	0.05410486316932473	1.5961681829727707	0.33753165758762016	0.47168548780825237	0.09522231483810295	-0.0	not
ATP5B	P06576	1	323.31	204450000	190960000	156440000	165390000	191510000	190830000	205350000	205080000	200440000	27	ATP5B	0		1.0	0.9340180973343115	0.7651748593788212	0.8089508437270726	0.9367082416238689	0.933382245047689	1.004402054292003	1.003081438004402	0.9803864025434091	27.60717282196318	6.841186258154905	1.8983498109052972	0.8533325901686686	0.9919339767905777	0.21697760016731737	0.9336579761602589	0.9554587099961777	0.6507175639381578	4.635172269632284	0.05081554353361001	0.05813533343260096	0.9278683898639879	0.07942967747982414	1.023176910233035	0.5420541352947665	0.26595733802666494	0.19977557517985028	0.003213489147537563	not
ATP5C1	P36542	1	156.11	50565000	56537000	52574000	47981000	57858000	60018000	67605000	67742000	42508000	12	ATP5C1	0		1.0	1.1181054088796598	1.0397310392564028	0.9488974587165036	1.1442301987540788	1.1869474933254227	1.3369919905072678	1.3397013744685058	0.8406605359438347	25.591635792254817	4.807777729893583	4.309622037055852	1.1505519815435308	0.823466886035962	-0.4508745015609287	1.1267816300856772	0.8655948329880199	12797.484820088248	71279.87763457034	0.07053551900894403	3175.511605401608	1.117952901444447	0.14796419827796456	1.2021400481190063	0.4650057297917139	0.3325416957087716	0.4368478808508437	0.05360825846579943	
ATP5D	P30049	1	14.422	1529143	1529143	1529143	1529143	1529143	7404000	6957800	8051400	1529143	2	ATP5D	0		1.0	1.0	1.0	1.0	1.0	4.841927798773561	4.550130367140287	5.26530219868253	1.0	20.544291898026863	6.793248126772704	10.0	0.9958429415294002	3.870216791209427	1.9584242495739197	2.6273155363483682	0.0	6.096432925429941	289.5271086836902	0.7616602072600988	0.8794903428812435	2.509130126633526	1.758918379042429	3.736246702532906	0.0899911163511076	1.045800360673095	2.3259291507994995	0.6986711235548532	
ATP5F1	P24539	1	323.31	76723000	79895000	59779000	81709000	75838000	75786000	67917000	77204000	80173000	17	ATP5F1	0		1.0	1.041343534533321	0.7791535784575682	1.064987031268329	0.9884649974583892	0.9877872345971873	0.885223466235679	1.0062693064661183	1.0449669590605164	26.193155797504282	5.546105131064438	10.0	0.9591102157116798	1.0334434876414673	0.1076909827049089	0.9781251570067828	0.9393346213970132	115.74930454967621	49828.3805085004	0.04446172299153281	0.10890830980857215	0.97702574396004	0.07616716251679104	0.2426450839024392	0.9811523378344071	0.00826355699874386	0.04838804649766012	-0.0	not
ATP5H	O75947	1	85.17	7670100	7310600	5837300	10555000	9669700	7597000	7920500	7968500	7979500	11	ATP5H	0		1.0	0.9531296854017549	0.761046140206777	1.3761228667162098	1.2607006427556355	0.9904694854043624	1.03264624972295	1.0389043167624934	1.040338457125722	22.87081395651309	7.811473134710941	10.0	0.8810993223123585	1.1102857378701783	0.3335544187877062	1.069524612205285	0.8493118642846964	11.42358490567007	600.4013202881002	0.125809676436676	0.07956872443281882	1.0554839321120073	0.1537256800901571	1.3098895056695006	0.4249030036988446	0.3717101988111147	0.3517780332923015	0.03010260828737974	
ATP5L	O75964	1	49.495	12345000	7790700	10748000	8404100	10627000	9665400	7592500	7737000	10968000	7	ATP5L	0		1.0	0.6310814094775212	0.8706358849736735	0.6807695423248279	0.8608343458890239	0.7829404617253949	0.6150263264479546	0.6267314702308627	0.888456865127582	23.55742350069223	10.522878745280337	3.4284920380447574	1.0000023575474433	0.7449938613450986	-6.864238250026133e-08	0.7449938624676125	0.8716528417393585	129516407.41803971	222146459.36237058	0.14085800293782091	0.057941071630579905	0.7548018506402467	0.10652792848083217	1.382589920598543	0.4002391999568111	0.39768037824050145	6.418424575234642e-14	-0.0	
